Região,Mês,Alimentação,Habitação,Residência,Vestuário,Transportes,Saúde,Despesas Pessoais,Educação,Comunicação,Alimentação (Peso),Habitação (Peso),Residência (Peso),Vestuário (Peso),Transportes (Peso),Saúde (Peso),Despesas Pessoais (Peso),Educação (Peso),Comunicação (Peso)
Fortaleza (CE),agosto 2015,"0,05","0,03","0,39","0,85","-0,19","1,35","0,82","0,95","0,14","32,2632","14,4636","4,3391","6,8643","15,6201","9,5187","9,3771","4,3326","3,2214"
Fortaleza (CE),setembro 2015,"0,38","1,61","1,11","-0,43","0,53","0,67","0,48","0,12","0,06","32,1779","14,422","4,3424","6,9006","15,5407","9,6164","9,4243","4,3599","3,2157"
Fortaleza (CE),outubro 2015,"0,76","0,75","0,82","0,4","1,2","0,43","0,76","0,06","0,37","32,1155","14,5706","4,3657","6,8319","15,535","9,6257","9,4161","4,3401","3,1994"
Fortaleza (CE),novembro 2015,"1,77","0,19","0,27","1,16","2,64","1,2","0,4","0,28","0,32","32,125","14,5732","4,3696","6,8094","15,608","9,5968","9,4189","4,3112","3,1879"
Fortaleza (CE),dezembro 2015,"2,32","0,45","1,12","0,47","2,79","0,44","0,48","0,48","0,21","32,2831","14,4165","4,3264","6,8017","15,8186","9,5896","9,3373","4,269","3,1578"
Fortaleza (CE),janeiro 2016,"2,83","1,12","0,63","-0,37","0,56","0,34","2,53","0,15","0,12","32,5598","14,2745","4,3125","6,736","16,0271","9,4942","9,2484","4,2284","3,1191"
Fortaleza (CE),fevereiro 2016,"1,54","-0,08",0,"-0,57","0,47","1,74","0,68","0,79","0,21","33,0038","14,2276","4,2776","6,6149","15,8867","9,3903","9,3466","4,1743","3,0781"
Fortaleza (CE),março 2016,"0,9","-0,81","0,41","0,75","0,77","0,8","0,57","5,03","0,21","33,2456","14,1036","4,2438","6,5251","15,8343","9,4784","9,3351","4,174","3,06"
Fortaleza (CE),abril 2016,"1,11","1,22","0,92","1,38","0,26","2,22","0,81","0,46","0,11","33,307","13,8893","4,2307","6,5268","15,8417","9,4857","9,3217","4,3526","3,0444"
Fortaleza (CE),maio 2016,"0,77","2,57","1,78","0,81","0,11","1,82","0,42","0,36",0,"33,3363","13,9174","4,2265","6,5504","15,7225","9,5986","9,3027","4,3287","3,017"
Fortaleza (CE),junho 2016,"-0,17","0,61","0,15","0,39","0,59","0,71","1,07","0,2","-0,27","33,2647","14,135","4,2596","6,5383","15,5857","9,6777","9,2503","4,3014","2,9872"
Fortaleza (CE),julho 2016,"1,39","0,18","0,36","-0,64","0,18","0,77","0,92","0,07","-0,02","33,1021","14,1757","4,2523","6,5427","15,6269","9,7154","9,3192","4,2961","2,9697"
Fortaleza (CE),agosto 2016,"1,26","-0,56","0,04","0,54","-0,2","0,65","0,77","1,53","-0,22","33,3447","14,1093","4,24","6,459","15,554","9,7274","9,3441","4,2714","2,9501"
Fortaleza (CE),setembro 2016,"0,49","1,29","-0,61","-0,24","-0,08","0,65","0,65","0,22","0,13","33,5835","13,9551","4,2189","6,4589","15,4393","9,7378","9,3655","4,3132","2,9277"
Fortaleza (CE),outubro 2016,"0,94","0,52","-0,26","0,8","0,03","0,06","-0,4","-0,18","-0,05","33,6032","14,0752","4,1751","6,4158","15,3615","9,7596","9,3866","4,3041","2,9189"
Fortaleza (CE),novembro 2016,"-0,09","0,39","0,41","0,95","-0,69","0,77","0,41","0,03","0,61","33,7855","14,0926","4,1481","6,4417","15,3056","9,7279","9,313","4,2797","2,906"
Fortaleza (CE),dezembro 2016,"0,5","-0,12","0,36","0,67","1,06","0,46","1,99","0,12","-0,05","33,7117","14,1296","4,1596","6,4943","15,1807","9,7899","9,3388","4,2756","2,9198"
Fortaleza (CE),janeiro 2017,"0,76","0,03","-0,09","-0,77","2,34","0,17","0,19","0,36","0,22","33,6755","14,0283","4,1495","6,4983","15,249","9,7755","9,4678","4,2551","2,9009"
Fortaleza (CE),fevereiro 2017,"-0,26","-0,02","0,41","-0,99","1,98","0,73","-0,03","0,77","0,89","33,7215","13,9459","4,1203","6,4084","15,5102","9,7322","9,4277","4,2442","2,8895"
Fortaleza (CE),março 2017,"0,5","1,67","-0,55","0,12","-0,19","0,48","0,46","5,34","-0,59","33,5339","13,9025","4,125","6,3264","15,7704","9,7742","9,3967","4,2641","2,9066"
Fortaleza (CE),abril 2017,"0,3","-1,67","0,25","0,93","-0,68","1,42","0,25","0,47","2,28","33,4829","14,0426","4,0754","6,2926","15,6381","9,7572","9,3784","4,4623","2,8706"
Fortaleza (CE),maio 2017,"-1,41","2,04","-0,69","0,59","1,45","0,4","0,04","-0,05","0,39","33,5565","13,7976","4,0823","6,3465","15,5206","9,8886","9,3943","4,4796","2,9339"
Fortaleza (CE),junho 2017,"-0,82","-0,58","0,21","-0,13","0,27","0,53",0,"0,08","-0,04","33,0511","14,0662","4,0502","6,3778","15,7308","9,9191","9,3893","4,4731","2,9424"
Fortaleza (CE),julho 2017,"-0,66","2,24","-0,36","0,15","-0,66","0,18","0,17","-0,12","-0,18","32,8644","14,0203","4,069","6,386","15,8129","9,9974","9,4134","4,488","2,9486"
Fortaleza (CE),agosto 2017,"-0,8","-0,37","0,15","0,56","0,23","0,45","0,53","0,15","-2,02","32,6433","14,3333","4,0541","6,3952","15,707","10,0139","9,4284","4,4821","2,9428"
Fortaleza (CE),setembro 2017,"-0,57","0,75","-0,43","-0,19","1,17","0,49","0,26","0,16","0,01","32,4445","14,3081","4,0681","6,4436","15,7737","10,0788","9,4969","4,4974","2,8889"
Fortaleza (CE),outubro 2017,"0,02","1,63","0,06","1,55","0,08","0,76","-0,25","-0,04","-0,01","32,2083","14,3928","4,0442","6,4212","15,9333","10,1121","9,5062","4,4972","2,8846"
Fortaleza (CE),novembro 2017,"-1,03","0,47","-0,5","0,77","0,39","0,03","0,03","0,11","-0,17","32,0838","14,568","4,0303","6,4944","15,8814","10,1479","9,4445","4,4772","2,8726"
Fortaleza (CE),dezembro 2017,"0,61","0,28","0,26",1,"0,9","0,43","0,37","0,24","-0,09","31,8064","14,6607","4,0165","6,5548","15,9698","10,1678","9,4625","4,4892","2,8722"
Fortaleza (CE),janeiro 2018,"0,87","-0,52","0,25","-0,28","0,56","0,11","0,36","0,24","0,14","31,828","14,623","4,0054","6,5846","16,0264","10,1566","9,4459","4,4758","2,8542"
Fortaleza (CE),fevereiro 2018,"-0,63","0,2","-0,42","-1,01","0,12","0,46",0,"4,22","-0,02","31,9957","14,4972","4,0015","6,5436","16,0619","10,133","9,4471","4,4714","2,8485"
Fortaleza (CE),março 2018,"-0,52","0,45","0,1","0,3","0,83","1,03","0,02","1,52","-0,19","31,7939","14,5271","3,9849","6,4777","16,0806","10,1802","9,4473","4,6601","2,8481"
Fortaleza (CE),abril 2018,"0,25","0,54","-0,53","-0,1","0,65","0,53","-0,04","-0,06","-0,06","31,5553","14,5588","3,98","6,4821","16,178","10,262","9,4276","4,72","2,8362"
Fortaleza (CE),maio 2018,"-0,33","1,18","-0,77","-0,68","1,79","0,52","0,03","0,01","-0,01","31,5458","14,5961","3,9479","6,4572","16,2375","10,2877","9,3971","4,7041","2,8265"
Fortaleza (CE),junho 2018,"2,1","1,49","0,43","-0,06","1,07","0,45","0,39","0,1","-0,02","31,3354","14,7184","3,904","6,3918","16,4717","10,306","9,3675","4,6887","2,8167"
Fortaleza (CE),julho 2018,"-0,54","0,79","0,43","-0,38","-0,51","-0,11","0,65","0,06","0,18","31,6282","14,768","3,8762","6,3151","16,4581","10,2338","9,2966","4,6397","2,7841"
Fortaleza (CE),agosto 2018,"-0,23","-0,56","0,06","-0,39","-1,37","0,78","0,05","0,8","-0,04","31,4848","14,8981","3,8964","6,2967","16,3889","10,2314","9,3655","4,6466","2,7915"
Fortaleza (CE),setembro 2018,"0,31","-0,19","0,36","-0,52","1,22","-0,13","0,34","0,24","-0,1","31,5006","14,8563","3,91","6,29","16,2112","10,3401","9,3964","4,697","2,7983"
Fortaleza (CE),outubro 2018,"0,22","1,46","1,04","0,76","0,83","1,02","0,19","-0,07","-0,07","31,5116","14,7867","3,9134","6,24","16,3638","10,2988","9,4026","4,6953","2,788"
Fortaleza (CE),novembro 2018,"0,94","-1,24","1,03","0,47","-0,34","-1,88","-0,01","-0,01","-0,09","31,3846","14,9086","3,9294","6,2485","16,3968","10,339","9,3617","4,6626","2,7686"
Fortaleza (CE),dezembro 2018,"0,4","-1,19","0,55","1,47","-0,81","1,06","0,12","0,33","-0,03","31,702","14,7349","3,9727","6,2826","16,3537","10,1523","9,3678","4,6658","2,7683"
Fortaleza (CE),janeiro 2019,"0,73","0,32","0,01","-0,21","-1,21","0,1","0,76","0,11","0,06","31,8071","14,5503","3,9917","6,3707","16,2108","10,253","9,3725","4,6781","2,7657"
Fortaleza (CE),fevereiro 2019,"0,47","0,98","1,29","-1,02","0,92","0,31","0,34","4,18",0,"31,9891","14,5739","3,9857","6,347","15,9899","10,2467","9,4289","4,6759","2,7628"
Fortaleza (CE),março 2019,"1,79","0,13","0,84","0,87","1,74","0,68","-0,29","0,96","-0,27","31,9195","14,6162","4,0097","6,2395","16,0271","10,2089","9,3969","4,8382","2,7441"
Fortaleza (CE),abril 2019,"0,16","2,8","0,42","0,3","0,92","2,24","0,4","0,07","-0,07","32,1568","14,4848","4,0018","6,2292","16,1383","10,173","9,273","4,8346","2,7086"
Fortaleza (CE),maio 2019,"-0,39","1,65","-0,78","0,11","0,71","0,5","-0,37","-0,09","-0,37","31,9171","14,7572","3,9826","6,1918","16,1409","10,3074","9,2263","4,7943","2,6823"
Fortaleza (CE),junho 2019,"0,64","-0,35","-1,06","0,76","0,04","0,8","0,24","0,08","-0,16","31,7245","14,9683","3,9432","6,1855","16,222","10,337","9,1728","4,7799","2,6667"
Fortaleza (CE),julho 2019,"0,01","-0,19","0,04","-0,48","-0,65","-0,4","0,54","0,07","-0,07","31,8417","14,877","3,891","6,2158","16,1857","10,3922","9,1702","4,771","2,6555"
Fortaleza (CE),agosto 2019,"-0,5","2,5","0,83","0,52","0,42","-0,39","0,1","0,43","-0,07","31,8919","14,8705","3,8984","6,1955","16,1046","10,3661","9,2336","4,7817","2,6576"
Fortaleza (CE),setembro 2019,"-0,81","-0,46","-0,09","0,57","0,71","0,85","0,2","-0,11","-0,02","31,6274","15,192","3,9179","6,2073","16,119","10,2911","9,2118","4,7864","2,6471"
Fortaleza (CE),outubro 2019,"0,17","-0,65","0,04","0,05","0,22","0,42","-0,02","0,1","-0,15","31,3946","15,1349","3,9176","6,2475","16,2467","10,3872","9,2376","4,7851","2,6487"
Fortaleza (CE),novembro 2019,"0,24","0,54","-0,43","-0,01",-1,"0,12","2,46",0,"0,05","31,4371","15,0301","3,9177","6,2483","16,2761","10,427","9,2319","4,788","2,6438"
Fortaleza (CE),dezembro 2019,"3,2","-0,69","-0,74","-0,29","1,53","0,13","1,55","0,23","0,36","31,4446","15,0786","3,8923","6,2339","16,0782","10,4174","9,4383","4,7774","2,6394"
Recife (PE),janeiro 2012,"0,46","1,04","-1,36","-0,07","0,56","0,32","1,55","0,14","0,14","24,99","13,5309","5,5813","8,2697","16,3951","12,7383","9,3919","4,4909","4,612"
Recife (PE),fevereiro 2012,"0,52","0,76","1,03","0,15","0,84","0,29","-0,11","8,08","-0,44","24,9883","13,6079","5,4802","8,2257","16,4102","12,7203","9,4939","4,4765","4,597"
Recife (PE),março 2012,"0,27","0,89","-0,47","-0,86","0,51","0,55","2,62","0,03","-0,31","24,9169","13,601","5,4923","8,1722","16,4156","12,6553","9,4071","4,7995","4,5401"
Recife (PE),abril 2012,"0,57","0,45","-1,3","0,31","0,78","0,78","1,47","0,12","1,17","24,8651","13,6561","5,4404","8,0632","16,4206","12,6644","9,6079","4,778","4,5042"
Recife (PE),maio 2012,"1,04","1,57","0,03","1,51","-0,5","0,36","0,48","0,04","0,16","24,8617","13,6376","5,3385","8,0411","16,4525","12,6894","9,6923","4,7561","4,5307"
Recife (PE),junho 2012,"0,8","0,29","-0,07","-0,53","-1,11","0,59","0,68","0,05","-0,21","24,9657","13,7667","5,3074","8,1124","16,271","12,6579","9,6797","4,7289","4,5103"
Recife (PE),julho 2012,"0,87","-0,08","-0,62","0,28","0,13","0,26","0,41","-0,02","0,1","25,1297","13,7861","5,2957","8,0578","16,0662","12,7144","9,7317","4,7242","4,4943"
Recife (PE),agosto 2012,"0,81","0,29","0,4","-0,06","-0,25","0,56","0,75","0,66","-0,26","25,2743","13,7346","5,2473","8,0564","16,04","12,7102","9,7425","4,7092","4,4854"
Recife (PE),setembro 2012,"2,01","0,62","-0,15","0,49","0,07","0,43","1,03","0,05","-0,04","25,3823","13,7221","5,2479","8,0204","15,9385","12,732","9,7778","4,7224","4,4566"
Recife (PE),outubro 2012,"1,7","0,36","0,89","0,74","-0,08","0,43","0,29","0,07","1,12","25,6892","13,6985","5,1988","7,996","15,8237","12,6861","9,8004","4,6876","4,4196"
Recife (PE),novembro 2012,"0,95","0,52","0,57","0,67","0,49","0,22","0,1","0,05","-0,15","25,9397","13,6507","5,2078","7,998","15,6992","12,6501","9,7594","4,6576","4,4374"
Recife (PE),dezembro 2012,"1,04","0,5","0,73","0,07","0,66","0,64","2,31","0,21","-0,03","26,0531","13,6519","5,2109","8,0103","15,6963","12,6139","9,7195","4,636","4,4082"
Recife (PE),janeiro 2013,"2,29","-0,54","1,52","-0,56","1,22","0,47","1,02","0,07","-0,34","26,115","13,6109","5,2072","7,9523","15,6742","12,5941","9,8653","4,6092","4,3718"
Recife (PE),fevereiro 2013,"2,61","-1,88","-0,15","0,9","1,06","0,74","0,09","4,81","-0,22","26,4753","13,417","5,2393","7,8372","15,7241","12,5405","9,877","4,5715","4,3181"
Recife (PE),março 2013,"0,79","1,17","0,71","-0,24","-0,68","0,39","0,42","0,37","-0,23","26,9031","13,0367","5,1807","7,8307","15,7366","12,5105","9,7901","4,7447","4,2668"
Recife (PE),abril 2013,"1,5","0,98","1,38","1,39","-0,02","1,07","0,57","0,09","-0,16","27,0152","13,1405","5,1981","7,7828","15,5707","12,513","9,7942","4,7445","4,241"
Recife (PE),maio 2013,"1,28","1,13","-0,1","0,86","-0,22","0,92",1,"0,07",0,"27,1759","13,1508","5,2229","7,8206","15,4292","12,5348","9,7628","4,7064","4,1966"
Recife (PE),junho 2013,"-0,7","0,52","-0,19","1,39","-0,38","0,87","1,03","0,17","0,29","27,3207","13,2011","5,1794","7,8299","15,2826","12,5575","9,7883","4,675","4,1656"
Recife (PE),julho 2013,"-0,33","0,34","0,73","-0,38","-0,75","0,01","1,44","0,14",0,"27,0903","13,2496","5,1618","7,9268","15,2015","12,6479","9,8748","4,6758","4,1717"
Recife (PE),agosto 2013,"-0,45","0,55","0,04","0,16","0,96","0,74","-0,71","0,61","0,01","27,0001","13,295","5,1995","7,8968","15,0878","12,6499","10,0171","4,6823","4,1716"
Recife (PE),setembro 2013,"-0,39","0,98","0,27","1,05","1,1","0,64","0,62","0,05","0,1","26,8354","13,3466","5,1933","7,8965","15,2083","12,7222","9,9293","4,7031","4,1653"
Recife (PE),outubro 2013,"0,7","1,17","1,78","1,39","0,16","0,3","0,57","0,11","-0,14","26,6139","13,4182","5,1844","7,9449","15,3081","12,7473","9,9472","4,6848","4,1512"
Recife (PE),novembro 2013,"0,69","-0,32","0,25","1,37","0,12","0,11","1,47","-0,06","0,27","26,6239","13,4854","5,242","8,0019","15,2311","12,7007","9,9377","4,6591","4,1181"
Recife (PE),dezembro 2013,"1,15","0,95","0,62","1,38","1,06","0,17","1,03","0,21","0,69","26,6884","13,3816","5,2315","8,0752","15,1812","12,6577","10,0384","4,6355","4,1106"
Recife (PE),janeiro 2014,"1,31","0,79","0,39","-0,84","-0,18","-0,05","1,76","0,18","0,1","26,7528","13,3885","5,217","8,1134","15,2053","12,5664","10,051","4,6036","4,102"
Recife (PE),fevereiro 2014,"-0,05","0,69","0,99","0,54","-0,64","1,12","0,68","4,44","1,77","26,9508","13,4192","5,2078","8,0002","15,0928","12,4896","10,1706","4,586","4,0831"
Recife (PE),março 2014,"1,07","0,2","0,16","0,2","0,82","0,38","0,43","0,26","-1,17","26,7875","13,4358","5,2302","7,9985","14,912","12,5592","10,1822","4,7628","4,132"
Recife (PE),abril 2014,"1,71","0,93","0,01","0,28","0,66","0,82","0,09","0,06","-0,21","26,9362","13,3934","5,2114","7,9731","14,9572","12,5422","10,1734","4,7505","4,0628"
Recife (PE),maio 2014,"1,23","3,86","0,96","0,57","0,43","0,84","0,44","0,06","-0,02","27,1762","13,4088","5,17","7,9309","14,9343","12,5428","10,1006","4,715","4,0214"
Recife (PE),junho 2014,"-0,22","0,53","0,33","1,55","0,58","0,87","3,67","-0,18","-0,01","27,194","13,7658","5,1597","7,8847","14,8258","12,503","10,029","4,6636","3,9745"
Recife (PE),julho 2014,"-0,25","1,23","-0,62","-0,85","-0,25","0,42","-2,64","0,06","-0,16","26,9446","13,7419","5,1405","7,9504","14,8068","12,5234","10,3237","4,6224","3,9462"
Recife (PE),agosto 2014,"0,2","-0,22","0,95","0,77","0,33","0,6","0,23","0,35","-0,13","26,9464","13,9469","5,1219","7,9033","14,8083","12,6084","10,0776","4,6372","3,95"
Recife (PE),setembro 2014,"0,47","1,45","0,83","0,53","0,62","0,21","0,23","0,14","0,19","26,9223","13,8754","5,1556","7,9409","14,8135","12,6471","10,0718","4,6398","3,9334"
Recife (PE),outubro 2014,"0,17","0,4","0,13","0,12","-0,05","0,56","0,8","-0,06","-0,2","26,897","13,9966","5,1691","7,9378","14,8212","12,6021","10,0376","4,62","3,9186"
Recife (PE),novembro 2014,"0,59","0,68","-0,23","1,19","0,41","0,35","1,08","0,16","-0,19","26,8758","14,0168","5,1631","7,9273","14,7772","12,641","10,0923","4,6058","3,9008"
Recife (PE),dezembro 2014,"0,72","0,37","-0,16","0,8","0,31","0,44","0,22","-0,05","0,01","26,8861","14,0347","5,1232","7,9777","14,757","12,6156","10,1453","4,5881","3,8722"
Recife (PE),janeiro 2015,"0,79","1,39","-0,34","-0,46","0,73","0,3","0,46","0,11","0,44","26,966","14,0267","5,0933","8,0075","14,7407","12,618","10,1251","4,5665","3,8562"
Recife (PE),fevereiro 2015,"1,51","1,88","0,91","-0,43","3,25","0,66","0,72","6,59","0,47","27,0255","14,1418","5,0471","7,9255","14,7649","12,5842","10,1141","4,5457","3,8513"
Recife (PE),março 2015,"1,07","0,94","0,23","-0,47","0,12","0,57","1,03","0,12","-0,86","26,9912","14,1749","5,0108","7,7646","14,9989","12,4628","10,0224","4,7673","3,8071"
Recife (PE),abril 2015,"0,88","2,15","0,46","0,73","0,01","0,74","0,48","-0,06","0,5","27,1265","14,2289","4,9941","7,6852","14,9334","12,4634","10,0687","4,7465","3,7533"
Recife (PE),maio 2015,"2,32","3,19","0,52","0,34","1,07","1,48","0,18","0,05","0,17","27,1522","14,4218","4,9782","7,6811","14,8196","12,458","10,0392","4,7071","3,7428"
Recife (PE),junho 2015,"0,95","0,2","-0,16","1,01","2,07","1,24","1,25","0,22","0,76","27,3689","14,6605","4,9297","7,5927","14,7546","12,4534","9,9078","4,639","3,6933"
Recife (PE),julho 2015,"0,91","0,91","1,3","-1,13","0,83","0,92","0,52","-0,02","0,77","27,3605","14,547","4,874","7,5954","14,9136","12,4861","9,934","4,6043","3,6852"
Recife (PE),agosto 2015,"0,05","-0,77","1,39","-0,32","0,48","0,48","0,75","0,65","0,06","27,4239","14,5812","4,9043","7,4591","14,9358","12,516","9,9185","4,5726","3,6886"
Recife (PE),setembro 2015,"-0,29","0,6","1,2","0,69","0,13","0,3","-0,05","0,2","-0,15","27,3883","14,4425","4,9631","7,4218","14,9794","12,5526","9,9743","4,5938","3,6842"
Recife (PE),outubro 2015,"1,02","1,15","0,49","0,49","1,32","0,59","0,56","-0,06","0,18","27,2613","14,5047","5,0139","7,4601","14,9724","12,5686","9,9517","4,5951","3,6722"
Recife (PE),novembro 2015,"1,44","0,09","0,49","0,84","0,32","0,74","1,37","0,31","0,48","27,3112","14,5492","4,9965","7,4341","15,0443","12,5379","9,9243","4,5543","3,6482"
Recife (PE),dezembro 2015,"2,04","-0,22","0,6","1,87","1,16","0,85","0,1","0,11","0,25","27,484","14,4467","4,981","7,4368","14,972","12,5303","9,9807","4,5319","3,6365"
Recife (PE),janeiro 2016,"2,69","-0,14","2,02","-0,26","1,13","1,33","1,5","0,27","0,39","27,7669","14,2717","4,9613","7,5005","14,9952","12,5112","9,8918","4,4919","3,6095"
Recife (PE),fevereiro 2016,"1,78","0,45","0,16","1,29","1,53","1,2","0,53","3,63","0,67","28,142","14,0665","4,9956","7,3842","14,9682","12,5123","9,9094","4,4453","3,5766"
Recife (PE),março 2016,"0,02","-0,3","0,73","-0,67","-0,12","0,57","-0,17","-0,11","-0,68","28,2805","13,9506","4,94","7,3842","15,0044","12,5018","9,8356","4,5481","3,5547"
Recife (PE),abril 2016,"1,54","-0,38","0,09","0,09","0,32","2,13","-0,41","0,32","0,04","28,2989","13,9142","4,9779","7,3378","14,9929","12,5784","9,8231","4,5448","3,5321"
Recife (PE),maio 2016,"0,56","2,37","0,86","0,57","0,53","1,3","0,81","0,2",0,"28,5395","13,7672","4,9485","7,2946","14,9381","12,759","9,7156","4,5282","3,5093"
Recife (PE),junho 2016,"-0,31","1,21","0,33","1,5","-0,34","1,03","0,37","-0,15","0,05","28,4425","13,9667","4,9466","7,2706","14,8832","12,8091","9,7069","4,4964","3,4779"
Recife (PE),julho 2016,"0,96","1,21","0,88","-0,25","1,13","0,8","0,47","0,16","0,02","28,2642","14,0908","4,9474","7,356","14,7862","12,8996","9,7116","4,4755","3,4686"
Recife (PE),agosto 2016,"-0,03","-0,61","0,3","-0,28","-0,33","0,35","0,12","0,19","-0,15","28,3109","14,1502","4,9518","7,2799","14,8363","12,9004","9,6811","4,4473","3,442"
Recife (PE),setembro 2016,"0,44","1,21","-0,89","0,37","-0,38","0,39","0,94","0,34","-0,03","28,3277","14,076","4,971","7,2664","14,8","12,9578","9,7012","4,46","3,4399"
Recife (PE),outubro 2016,"0,13","0,73","0,47","0,06","0,6","0,34","0,03","0,06","-0,06","28,3463","14,1921","4,908","7,2657","14,6884","12,9599","9,7555","4,4584","3,4257"
Recife (PE),novembro 2016,"0,48","0,43","1,99","0,49","0,74","0,71","0,31","0,08","1,16","28,2979","14,2527","4,9162","7,2481","14,7312","12,9646","9,7283","4,4477","3,4133"
Recife (PE),dezembro 2016,"0,7","-0,5","0,79","0,62","0,35","0,26","1,41","0,23","-0,27","28,2628","14,2277","4,9838","7,2399","14,751","12,9781","9,6999","4,4245","3,4323"
Recife (PE),janeiro 2017,"0,42","-0,07","-0,39","-0,61","1,17","0,28","0,24","0,33","0,88","28,3379","14,0953","5,0013","7,2534","14,7391","12,9552","9,7939","4,4157","3,4083"
Recife (PE),fevereiro 2017,"-1,03","-0,49","0,07","-0,34","0,86","0,84","0,55","6,8","1,11","28,3645","14,04","4,9657","7,1858","14,8644","12,9502","9,7859","4,4162","3,4273"
Recife (PE),março 2017,1,1,"-0,19","-0,47","0,3","0,81","0,37","-0,08","-0,45","28,0041","13,9365","4,9568","7,1436","14,9551","13,0268","9,8152","4,7051","3,4567"
Recife (PE),abril 2017,"0,27","-0,62","-0,77","0,09","2,33","0,6","0,14",0,"2,7","28,1304","14,0001","4,9206","7,0718","14,9191","13,0614","9,7981","4,6758","3,4227"
Recife (PE),maio 2017,"-0,11","4,72","-0,61","1,33","-0,33","0,81","-0,11","0,05","-0,22","28,0686","13,8454","4,859","7,0437","15,1921","13,076","9,7642","4,6532","3,4978"
Recife (PE),junho 2017,"-0,81","-0,09","0,26","1,22","-0,57","0,56","0,68","-0,06","-0,02","27,8347","14,394","4,7947","7,0863","15,0326","13,0871","9,6835","4,622","3,465"
Recife (PE),julho 2017,"-0,04","1,44","-0,39","-0,07","-0,11","0,48","0,69","-0,06","0,18","27,6343","14,3941","4,8116","7,1794","14,9597","13,1725","9,7579","4,6231","3,4674"
Recife (PE),agosto 2017,"-0,95","-0,88","0,3","0,73","3,69","0,21","-0,05","0,1","-2,17","27,544","14,5597","4,7788","7,1538","14,8993","13,1978","9,7964","4,6068","3,4634"
Recife (PE),setembro 2017,"-1,05","0,68","-0,42","0,09","-0,71","0,12","0,31","0,03","0,16","27,2337","14,4057","4,7845","7,1929","15,4214","13,2021","9,7743","4,6033","3,3822"
Recife (PE),outubro 2017,"-0,68","2,12","-0,43","0,63","-0,9","0,46","0,55",0,"-0,04","27,0175","14,5406","4,7766","7,2177","15,3522","13,2527","9,8295","4,6168","3,3965"
Recife (PE),novembro 2017,"-0,41","0,92","-0,68",0,"0,86","0,52","0,68","-0,05","0,07","26,8004","14,8301","4,7503","7,2543","15,1945","13,297","9,8714","4,6111","3,391"
Recife (PE),dezembro 2017,"0,69","-0,11","-0,54","0,68","0,98","0,26","0,38","0,18","0,11","26,6213","14,9274","4,7058","7,2355","15,2855","13,3307","9,9126","4,5969","3,3843"
Recife (PE),janeiro 2018,"0,54","-1,37","0,23","-1,11","0,45","0,21","0,57","0,14","-0,04","26,692","14,8471","4,6603","7,2535","15,3703","13,3089","9,9084","4,5857","3,3738"
Recife (PE),fevereiro 2018,"-0,18","-0,4","-0,28","-0,16","0,78","0,56","-0,11","4,78","0,08","26,8283","14,6388","4,6698","7,1707","15,4347","13,3329","9,9623","4,5908","3,3716"
Recife (PE),março 2018,"-0,53","0,11","0,57","0,96","-2,05","0,64","-0,49","0,19","-0,26","26,7064","14,54","4,6439","7,1396","15,5131","13,371","9,9239","4,7971","3,3649"
Recife (PE),abril 2018,"0,36","0,03","-0,12","-0,13","0,61","0,88","0,25","0,04","0,05","26,6469","14,602","4,6849","7,2306","15,2423","13,4985","9,9067","4,8214","3,3668"
Recife (PE),maio 2018,"0,16","2,95","0,4","0,09","0,99","0,6","0,23","0,09","-0,09","26,6567","14,5594","4,664","7,1976","15,2852","13,5727","9,8995","4,8075","3,3574"
Recife (PE),junho 2018,"1,99","2,22","0,58","0,66","2,65","0,66","0,42","-0,1","0,08","26,4988","14,8767","4,6477","7,1504","15,3207","13,5524","9,848","4,7758","3,3294"
Recife (PE),julho 2018,"-0,7","0,91","-0,12","-0,35","-0,06","-0,05","0,15","0,09","0,09","26,6353","14,9872","4,6071","7,0933","15,4994","13,4447","9,7467","4,7022","3,2841"
Recife (PE),agosto 2018,"-0,16","0,26","0,49","-0,51","-1,1","0,68","-0,02","0,28","-0,05","26,4682","15,135","4,6051","7,0741","15,5016","13,4475","9,769","4,71","3,2895"
Recife (PE),setembro 2018,"0,05","-0,15","0,03","-0,48","0,63","0,37","0,42","0,19","-0,01","26,4495","15,1868","4,6316","7,0444","15,344","13,5507","9,7754","4,727","3,2906"
Recife (PE),outubro 2018,"0,48","-0,85","0,33","0,16","0,56","0,22","0,63","0,15","0,07","26,4222","15,141","4,6258","6,9996","15,4168","13,5795","9,8011","4,7286","3,2853"
Recife (PE),novembro 2018,"1,04","-1,26","0,73","-0,13","-1,02","-0,81","0,57","-0,09","-0,1","26,4926","14,9809","4,6314","6,9958","15,4697","13,5811","9,8418","4,7259","3,2808"
Recife (PE),dezembro 2018,"0,11","-0,16","0,17","1,93","-0,73","0,76","0,31","0,24","0,01","26,7961","14,8088","4,6701","6,9941","15,3291","13,486","9,9082","4,7265","3,2811"
Recife (PE),janeiro 2019,"1,77","-1,01","0,49","-0,75","-0,47","0,08","0,25","0,15","0,09","26,7765","14,7586","4,6697","7,1165","15,1894","13,5637","9,9209","4,7291","3,2755"
Recife (PE),fevereiro 2019,"1,01","-0,04","-0,27","1,02","-0,02","0,52","-0,28","4,63","0,01","27,1771","14,5703","4,68","7,0442","15,0774","13,5384","9,9191","4,7237","3,2699"
